Divisional_Office,Zone_Office,Area_Office,Branch_Code,Branch_Name,Loanee,Member,Loan_Amount,Outstanding_Pr
OP Domain Natore,Pabna Zone,Iswardi Region,156,Natunhat,163,163,"9,974,000.00","9,853,979.00"
OP Domain Natore,Pabna Zone,Iswardi Region,252,Iswardi-1,131,129,"9,132,000.00","9,066,768.00"
OP Domain Natore,Pabna Zone,Iswardi Region,345,Iswardi-2,123,123,"8,921,000.00","8,841,933.00"
OP Domain Natore,Pabna Zone,Pabna Region,385,Pabna-2,115,115,"8,512,000.00","8,450,764.00"
OP Domain Natore,Pabna Zone,Bongram Region,409,Ataikula,151,151,"8,403,000.00","8,285,461.00"
OP Domain Natore,Pabna Zone,Iswardi Region,410,Dapunia,139,139,"8,781,000.00","8,717,440.00"
OP Domain Natore,Pabna Zone,Iswardi Region,411,Aoutapara,120,119,"7,112,000.00","7,020,124.00"
OP Domain Natore,Pabna Zone,Pabna Region,544,PUSPOPARA,120,120,"7,915,000.00","7,822,084.00"
OP Domain Natore,Pabna Zone,Bongram Region,571,SUJANAGOR,103,103,"8,117,000.00","8,057,354.00"
OP Domain Natore,Pabna Zone,Pabna Region,572,DOGASI,132,129,"7,779,000.00","7,703,267.00"
OP Domain Natore,Pabna Zone,Bongram Region,613,Bongram,118,118,"8,934,000.00","8,874,800.00"
OP Domain Natore,Pabna Zone,Pabna Region,614,Meril Road,73,73,"5,165,000.00","5,127,859.00"
OP Domain Natore,Pabna Zone,Pabna Region,631,Pabna-3,195,195,"12,232,000.00","12,090,380.00"
OP Domain Natore,Pabna Zone,Bongram Region,938,Ataikula Branch,58,58,"4,395,000.00","4,366,132.00"
OP Domain Natore,Pabna Zone,Pabna Region,953,Pabna Branch,58,58,"3,730,000.00","3,700,354.00"
OP Domain Natore,Puthia Zone,Puthia Region,67,Puthia,150,150,"8,305,000.00","8,186,643.00"
OP Domain Natore,Puthia Zone,Taherpur Region,68,Bhabaniganj-2,126,126,"11,511,000.00","11,449,970.00"
OP Domain Natore,Puthia Zone,Charghat Region,71,Charghat-1,219,219,"14,259,000.00","14,082,813.00"
OP Domain Natore,Puthia Zone,Charghat Region,72,Charghat-2,159,159,"9,351,000.00","9,236,197.00"
OP Domain Natore,Puthia Zone,Charghat Region,77,Baneswar,163,163,"11,976,000.00","11,850,340.00"
OP Domain Natore,Puthia Zone,Charghat Region,79,Bagha-1,124,124,"8,293,000.00","8,217,161.00"
OP Domain Natore,Puthia Zone,Charghat Region,80,Bagha-2,169,169,"10,112,000.00","10,003,906.00"
OP Domain Natore,Puthia Zone,Puthia Region,86,Arani,218,218,"13,085,000.00","12,841,423.00"
OP Domain Natore,Puthia Zone,Puthia Region,90,Durgapur-2,160,160,"10,185,000.00","10,043,123.00"
OP Domain Natore,Puthia Zone,Taherpur Region,91,Taherpur-1,133,133,"7,115,000.00","7,054,384.00"
OP Domain Natore,Puthia Zone,Taherpur Region,111,Naldanga-1,142,142,"9,455,000.00","9,375,641.00"
OP Domain Natore,Puthia Zone,Taherpur Region,114,Bhabaniganj-1,195,195,"11,089,000.00","10,959,358.00"
OP Domain Natore,Puthia Zone,Taherpur Region,157,Mohonganj,186,186,"11,181,000.00","11,049,741.00"
OP Domain Natore,Puthia Zone,Charghat Region,238,Nandangachhi,202,202,"9,802,000.00","9,678,106.00"
OP Domain Natore,Puthia Zone,Puthia Region,322,Mollapara,164,164,"9,468,000.00","9,418,759.00"
OP Domain Natore,Puthia Zone,Puthia Region,334,Durgapur-4,116,116,"8,735,000.00","8,657,236.00"
OP Domain Natore,Puthia Zone,Taherpur Region,551,Taherpur-3,134,134,"8,313,000.00","8,220,263.00"
OP Domain Natore,Puthia Zone,Puthia Region,940,Puthia Branch,83,83,"4,717,000.00","4,674,403.00"
OP Domain Natore,Puthia Zone,Charghat Region,941,Baneshwar Branch,69,69,"5,512,000.00","5,414,191.00"
OP Domain Natore,Puthia Zone,Taherpur Region,981,Madhnagor,102,102,"8,785,000.00","8,752,077.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,94,Shibpur-1,237,237,"12,576,000.00","12,509,987.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,98,Niamatpur,185,185,"10,230,000.00","10,101,462.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,100,Chowbaria,212,212,"11,795,000.00","11,702,011.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Shibganj Region-2,104,Shibganj-2,171,171,"9,064,000.00","9,023,448.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,105,Chapainawabganj,150,150,"7,686,000.00","7,580,098.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Shibganj Region-2,106,Ranihati,98,98,"5,221,000.00","5,186,709.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Shibganj Region-2,108,Kanshat,201,201,"11,367,000.00","11,270,416.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,125,Godagari,167,167,"8,141,000.00","8,033,987.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,151,Baliadanga,215,215,"11,121,000.00","11,016,801.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,189,Kakonhat,282,282,"14,864,000.00","14,751,616.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,204,Shonaichandi,171,171,"9,307,000.00","9,239,106.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Shibganj Region-2,273,Volahat,274,274,"13,289,000.00","13,216,129.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,284,Mondomala,198,198,"9,677,000.00","9,621,650.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Shibganj Region-2,298,Barogachhi,179,179,"8,714,000.00","8,693,491.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,299,Mollikpur,166,166,"7,906,000.00","7,848,460.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,364,Gomostapur,205,205,"10,335,000.00","10,254,982.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,365,Nachol,217,217,"11,937,000.00","11,813,909.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,417,Jinarpur,266,266,"12,367,000.00","12,189,258.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,625,Islampur-1,167,167,"8,025,000.00","8,018,540.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Shibganj Region-2,627,Binodpur,107,107,"6,166,000.00","6,112,199.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,1003,Gomostapur-2,114,114,"6,675,000.00","6,595,357.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,1004,Shonaichandi-2,176,176,"9,020,000.00","8,976,550.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,1005,Niamatpur-2,187,187,"9,390,000.00","9,273,968.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,1006,Chowbaria-2,199,199,"9,965,000.00","9,823,498.00"
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,1007,Chapainawabganj-2,91,91,"4,839,000.00","4,775,024.00"
OP Domain Rajshahi,Manda Zone,Manda Region,113,Panjarbhanga,155,155,"8,682,000.00","8,599,998.00"
OP Domain Rajshahi,Manda Zone,Manda Region,263,Boiddapur,194,194,"10,850,000.00","10,751,661.00"
OP Domain Rajshahi,Manda Zone,Manda Region,264,Sabaihat,197,197,"10,255,000.00","10,131,594.00"
OP Domain Rajshahi,Manda Zone,Manda Region,563,Satihat,125,125,"5,897,000.00","5,805,436.00"
OP Domain Rajshahi,Manda Zone,Manda Region,611,Manda-2,180,180,"9,079,000.00","8,952,231.00"
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,30,Akkelpur,210,210,"10,063,000.00","9,998,754.00"
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,35,Jamalganj-1,205,205,"10,739,000.00","10,658,359.00"
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,52,Badalgachi,166,166,"8,650,000.00","8,588,276.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,58,Mohadevpur,309,309,"13,170,000.00","13,069,454.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,96,Modhuil,438,437,"19,652,000.00","19,626,437.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,103,Nazipur,209,209,"9,580,000.00","9,535,719.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,112,Dhamurhat,378,378,"16,522,000.00","16,460,833.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,135,Porsha,377,377,"17,190,000.00","17,148,852.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,231,Sapahar,220,220,"12,610,000.00","12,595,841.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,232,Ashranda,412,412,"18,685,000.00","18,677,124.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,251,Shoraigachhi,290,290,"12,439,000.00","12,400,930.00"
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,347,Goborchapa,183,183,"10,492,000.00","10,416,472.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,395,Rangamati,420,420,"18,684,000.00","18,662,146.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,429,Mohisbathan,207,207,"10,528,000.00","10,496,853.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,565,Dighir Hat,453,453,"17,705,000.00","17,697,274.00"
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,619,Matajihat,339,339,"14,500,000.00","14,453,718.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,918,Dhamoirhat Branch,64,64,"4,777,000.00","4,743,372.00"
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,920,Akkelpur Branch,71,71,"4,200,000.00","4,169,031.00"
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,923,Badalgachi Branch,72,72,"4,822,000.00","4,789,612.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,924,Nazipur Branch,81,81,"5,052,000.00","5,013,950.00"
OP Domain Rajshahi,Najipur Zone,Najipur Region,932,Mohadevpur Branch,65,65,"4,700,000.00","4,683,850.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,934,Shapaher Branch,65,65,"4,763,000.00","4,750,615.00"
OP Domain Rajshahi,Najipur Zone,Sapahar Region,1009,Sapahar-2,202,202,"9,427,000.00","9,408,638.00"
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,44,Naogaon-1,168,168,"10,713,000.00","10,582,783.00"
OP Domain Rajshahi,Naogaon Zone,Hapania Region,51,Hapania,163,163,"11,119,000.00","11,054,715.00"
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,53,Tilokpur,141,141,"7,579,000.00","7,510,819.00"
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,54,Abadpukur,190,190,"11,727,000.00","11,642,487.00"
OP Domain Rajshahi,Naogaon Zone,Hapania Region,57,Bolihar,149,149,"10,560,000.00","10,510,893.00"
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,81,Kazirmor,179,179,"10,965,000.00","10,851,800.00"
OP Domain Rajshahi,Naogaon Zone,Manda Region,97,Manda-1,221,221,"11,789,000.00","11,661,027.00"
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,115,Raninagor,178,178,"9,009,000.00","8,885,905.00"
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,118,Atrai,124,124,"8,033,000.00","7,985,967.00"
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,370,Naogaon-2,77,77,"6,580,000.00","6,540,045.00"
OP Domain Rajshahi,Naogaon Zone,Hapania Region,423,Dubolhati,141,141,"8,093,000.00","8,039,063.00"
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,438,Kaliganj-4,106,106,"9,582,000.00","9,558,015.00"
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,623,Betgari,85,85,"5,856,000.00","5,826,047.00"
OP Domain Rajshahi,Naogaon Zone,Hapania Region,641,Saraswatipur,68,68,"3,794,000.00","3,765,197.00"
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,642,Kirtipur,75,75,"3,850,000.00","3,813,383.00"
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,857,Bandikhara,84,84,"4,886,000.00","4,858,126.00"
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,914,Santahar Branch,60,60,"6,520,000.00","6,498,319.00"
OP Domain Rajshahi,Naogaon Zone,Hapania Region,958,Baludanga Branch,45,45,"3,693,000.00","3,669,771.00"
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,1010,Ahsanganj,132,132,"8,506,000.00","8,437,196.00"
OP Domain Rajshahi,Naogaon Zone,Hapania Region,1011,Bolihar-2,118,118,"7,559,000.00","7,482,074.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,50,Rajshahi-1,266,266,"13,968,000.00","13,779,823.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,64,NAWHATA-1,163,163,"8,293,000.00","8,221,571.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,65,NAWHATA-2,110,110,"6,324,000.00","6,269,380.00"
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,76,MOHONPUR,148,148,"7,706,000.00","7,636,225.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,95,KATAKHALI-1,223,223,"12,115,000.00","11,973,280.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,101,Rajshahi court,184,184,"13,421,000.00","13,187,732.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,102,Damkurahat,146,146,"7,553,000.00","7,433,779.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,137,Khorkhori,257,257,"13,775,000.00","13,543,507.00"
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,205,TANOR,221,221,"12,497,000.00","12,424,614.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,216,Laxmipur-1,40,40,"6,010,000.00","6,007,345.00"
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,235,DAUKANDI,144,144,"9,352,000.00","9,282,290.00"
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,265,MOCHMOIL,170,170,"10,902,000.00","10,831,206.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,343,Rajshahi-2,69,69,"7,515,000.00","7,501,395.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,387,Razabari,161,161,"8,644,000.00","8,580,263.00"
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,394,Mougachhi,201,201,"11,958,000.00","11,872,076.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,419,Salbagan,180,180,"10,278,000.00","10,185,503.00"
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,567,Hat Gangopara,186,186,"10,801,000.00","10,712,642.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,583,KATAKHALI-3,169,169,"9,443,000.00","9,303,937.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,595,Darusha,134,134,"6,263,000.00","6,196,433.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,943,Katakhali Branch,99,99,"6,503,000.00","6,431,513.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,959,Bornali Branch,66,66,"4,322,000.00","4,296,029.00"
OP Domain Rajshahi,Rajshahi Zone,Coart Region,960,Paba Branch,79,79,"4,450,000.00","4,382,899.00"
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,961,Khorkhori Branch,83,83,"5,025,000.00","4,968,191.00"
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,1008,Keshorhat,124,124,"8,521,000.00","8,462,727.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,25,Panchpir-1,203,203,"13,918,000.00","13,770,009.00"
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,74,Shadullahpur,187,187,"12,760,000.00","12,647,848.00"
OP Domain Rangpur,Gaibandha Zone,Saghata Region,92,Bonarpara,167,165,"11,957,000.00","11,802,512.00"
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,123,Gaibandha-1,172,172,"12,525,000.00","12,433,537.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,126,Dhormopur,239,238,"17,503,000.00","17,365,042.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,208,Naldanga-2,149,148,"10,016,000.00","9,915,515.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,234,Bamondanga,186,185,"16,579,000.00","16,498,789.00"
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,239,Dariapur,225,225,"14,300,000.00","14,047,691.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,272,Shovaganj,147,147,"10,763,000.00","10,637,076.00"
OP Domain Rangpur,Gaibandha Zone,Saghata Region,295,Barokona,109,106,"8,104,000.00","8,050,373.00"
OP Domain Rangpur,Gaibandha Zone,Saghata Region,350,Ullahvaratkhali,168,168,"10,638,000.00","10,510,449.00"
OP Domain Rangpur,Gaibandha Zone,Saghata Region,353,Nakaihat,164,164,"10,945,000.00","10,828,066.00"
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,390,Gaibandha-2,131,131,"13,970,000.00","13,941,023.00"
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,420,Matherganj,154,154,"10,230,000.00","10,125,027.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,461,Sundarganj,204,204,"16,428,000.00","16,320,293.00"
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,477,Tulshighat,187,187,"10,030,000.00","9,861,288.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,624,Hatlokkhipur,149,149,"11,600,000.00","11,513,221.00"
OP Domain Rangpur,Gaibandha Zone,Saghata Region,801,Badiakhali,145,142,"15,608,000.00","15,469,634.00"
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,805,Khankah Sharif,185,183,"13,155,000.00","13,006,790.00"
OP Domain Rangpur,Gaibandha Zone,Saghata Region,820,Shaghata,101,101,"6,606,000.00","6,524,119.00"
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,993,Domarhat,100,100,"9,062,000.00","9,006,009.00"
OP Domain Rangpur,Kurigram Zone,Ulipur Region,89,Durgapur-3,245,242,"12,400,000.00","12,228,507.00"
OP Domain Rangpur,Kurigram Zone,Kurigram Region,130,Kurigram-1,238,236,"14,756,000.00","14,574,842.00"
OP Domain Rangpur,Kurigram Zone,Nageshori Region,228,Nageswari,196,193,"15,211,000.00","15,098,352.00"
OP Domain Rangpur,Kurigram Zone,Ulipur Region,229,Rajarhat,195,192,"13,435,000.00","13,312,172.00"
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,237,Bhurungamari,181,180,"11,174,000.00","11,053,801.00"
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,245,Rayganj,118,118,"9,795,000.00","9,718,306.00"
OP Domain Rangpur,Kurigram Zone,Nageshori Region,250,Vitarbond-1,188,184,"11,805,000.00","11,603,126.00"
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,255,Kasimbazar,213,212,"14,304,000.00","14,075,860.00"
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,257,Ramkhana,157,145,"10,608,000.00","10,456,117.00"
OP Domain Rangpur,Kurigram Zone,Kurigram Region,262,Pateswari,204,203,"11,684,000.00","11,500,215.00"
OP Domain Rangpur,Kurigram Zone,Ulipur Region,268,Nazimkha,171,171,"10,710,000.00","10,593,066.00"
OP Domain Rangpur,Kurigram Zone,Ulipur Region,269,Ulipur,221,221,"13,205,000.00","13,079,720.00"
OP Domain Rangpur,Kurigram Zone,Kurigram Region,342,Borobari,157,157,"10,309,000.00","10,254,738.00"
OP Domain Rangpur,Kurigram Zone,Kurigram Region,393,Kurigram-2,217,214,"11,271,000.00","11,105,719.00"
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,462,Dhaldanga,172,172,"9,697,000.00","9,594,475.00"
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,463,Kochakata,227,227,"12,065,000.00","11,892,986.00"
OP Domain Rangpur,Kurigram Zone,Nageshori Region,464,Nayashi,209,209,"14,037,000.00","13,892,352.00"
OP Domain Rangpur,Kurigram Zone,Kurigram Region,609,Kathalbari,182,181,"12,483,000.00","12,386,521.00"
OP Domain Rangpur,Kurigram Zone,Ulipur Region,610,Chilmari,114,111,"6,962,000.00","6,907,347.00"
OP Domain Rangpur,Kurigram Zone,Kurigram Region,818,Ghogadaha,120,118,"6,900,000.00","6,811,862.00"
OP Domain Rangpur,Kurigram Zone,Nageshori Region,819,Kashipur,112,112,"7,885,000.00","7,814,652.00"
OP Domain Rangpur,Kurigram Zone,Nageshori Region,995,Vitarbond-2,178,174,"10,839,000.00","10,653,758.00"
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,122,Lalmonirhat,237,237,"13,903,000.00","13,766,833.00"
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,160,Hatibandha-1,147,147,"8,847,000.00","8,748,047.00"
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,224,Kaliganj-2,156,155,"9,203,000.00","9,033,812.00"
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,225,Aditmari,196,195,"11,598,000.00","11,448,552.00"
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,227,Patgram,314,314,"16,691,000.00","16,430,111.00"
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,230,Chaparhat,218,218,"11,829,000.00","11,660,440.00"
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,236,Fulbari-2,294,294,"16,408,000.00","16,187,073.00"
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,246,Bhotmari,188,188,"12,425,000.00","12,256,245.00"
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,249,Doikhawa,176,176,"9,715,000.00","9,577,282.00"
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,271,Hatibandha-2,195,194,"11,976,000.00","11,803,719.00"
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,297,Chaklarhat,285,285,"15,350,000.00","15,148,774.00"
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,366,Valabari,222,222,"11,485,000.00","11,325,182.00"
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,418,Kakina,209,209,"11,825,000.00","11,665,937.00"
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,585,Fulbari-3,186,185,"9,976,000.00","9,855,479.00"
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,638,Baura,182,182,"12,167,000.00","11,993,070.00"
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,816,Lalmonirhat-2,110,110,"6,776,000.00","6,708,754.00"
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,817,Patgram-2,191,191,"10,785,000.00","10,647,237.00"
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,994,Tushbhander,129,126,"9,062,000.00","8,956,784.00"
OP Domain Rangpur,Polashbari Zone,Polashbari Region,31,Gobindogonj-1,214,212,"11,933,000.00","11,799,129.00"
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,37,Ghoraghat,140,140,"8,552,000.00","8,469,347.00"
OP Domain Rangpur,Polashbari Zone,Polashbari Region,62,Polashbari,126,126,"7,335,000.00","7,255,295.00"
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,78,MITHAPUKUR,153,153,"9,520,000.00","9,423,100.00"
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,93,Rajabirat,146,145,"8,270,000.00","8,231,071.00"
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,161,Sukurarhat,191,191,"11,354,000.00","11,255,217.00"
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,162,Boiratihat,146,146,"10,899,000.00","10,768,455.00"
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,240,Ranigonj-1,172,172,"9,013,000.00","8,914,775.00"
OP Domain Rangpur,Polashbari Zone,Polashbari Region,244,Komorpur,159,155,"9,569,000.00","9,468,307.00"
OP Domain Rangpur,Polashbari Zone,Polashbari Region,300,Gobindogonj-2,129,123,"9,284,000.00","9,241,725.00"
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,352,Pirganj-1,151,151,"8,454,000.00","8,332,983.00"
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,361,Shatibari,150,150,"8,865,000.00","8,779,516.00"
OP Domain Rangpur,Polashbari Zone,Polashbari Region,362,Dhaperhat,139,137,"8,592,000.00","8,540,741.00"
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,392,Vendabari,148,148,"9,273,000.00","9,208,200.00"
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,437,Khalashpir,137,137,"8,090,000.00","8,000,656.00"
OP Domain Rangpur,Polashbari Zone,Polashbari Region,800,Chatra,72,72,"5,655,000.00","5,608,852.00"
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,825,Kamdia,124,124,"6,625,000.00","6,571,131.00"
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,922,Raniganj Branch,79,79,"5,640,000.00","5,588,011.00"
OP Domain Rangpur,Polashbari Zone,Polashbari Region,955,Fashitola Branch,69,69,"5,375,000.00","5,339,161.00"
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,992,Rajabirat-2,149,149,"7,929,000.00","7,879,663.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,63,MODERN,223,223,"14,095,000.00","13,855,293.00"
OP Domain Rangpur,Rangpur Zone,Rangpur Region,116,Jalkar-1,166,166,"10,394,000.00","10,273,585.00"
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,241,Pirgachha-2,139,139,"8,980,000.00","8,883,982.00"
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,242,Chowdhurani,116,116,"8,889,000.00","8,820,574.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,267,DHAP,209,209,"12,188,000.00","12,011,234.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,274,PAIRABAND,257,257,"16,575,000.00","16,399,426.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,301,HARAGACHA,132,132,"10,117,000.00","10,062,447.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,333,Nataram,219,219,"15,028,000.00","14,864,879.00"
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,335,Damurchakla,136,136,"9,050,000.00","8,966,042.00"
OP Domain Rangpur,Rangpur Zone,Rangpur Region,346,Rangpur Sadar,99,99,"8,250,000.00","8,187,610.00"
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,351,Annadanagar,139,139,"9,252,000.00","9,177,335.00"
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,363,Kaunia,99,99,"7,580,000.00","7,531,330.00"
OP Domain Rangpur,Rangpur Zone,Rangpur Region,618,Co Bazar,140,140,"10,000,000.00","9,846,805.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,622,Mahigonj,153,153,"8,615,000.00","8,459,934.00"
OP Domain Rangpur,Rangpur Zone,Rangpur Region,630,Jalkar-2,198,198,"12,798,000.00","12,665,036.00"
OP Domain Rangpur,Rangpur Zone,Rangpur Region,798,Gangachara,165,165,"9,590,000.00","9,494,206.00"
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,829,Pautanahat,121,121,"7,790,000.00","7,632,307.00"
